Filename,Size,Unit
/1980 - Zbog tebe/08 Prava stvar.mp3,2.73,M
/1980 - Zbog tebe/09 Srce je cudna zvjerka.mp3,2.36,M
/1980 - Zbog tebe/11 Stari moj.mp3,1.34,M
/1980 - Zbog tebe/cover.jpg,16.47,K
/1981 - Malo pojacaj radio/10 Kazes da ti nekad izgledam k'o Dunav .mp3,3.85,M
/1981 - Malo pojacaj radio/02 Sjedni mi u krilo.mp3,3.73,M
/1981 - Malo pojacaj radio/05 Rodjendanska pjesma.mp3,3.46,M
/1981 - Malo pojacaj radio/07 Sto si prepotentna.mp3,3.03,M
/1981 - Malo pojacaj radio/08 Nove lakovane cipele.mp3,2.95,M
/1981 - Malo pojacaj radio/06 Malo pojacaj radio.mp3,2.89,M
/1981 - Malo pojacaj radio/01 Madjarica.mp3,2.76,M
/1981 - Malo pojacaj radio/04 Adam i Eva.mp3,2.76,M
/1981 - Malo pojacaj radio/03 Zbogom Ivana.mp3,2.74,M
"/1981 - Malo pojacaj radio/09 Oktobar je, pocinje sezona kisa.mp3",2.69,M
/1981 - Malo pojacaj radio/cover.jpg,13.65,K
/1983 - Sta mi radis/03 Stanica Podlugovi.mp3,4.06,M
/1983 - Sta mi radis/11 Dovidjenja.mp3,3.72,M
/1983 - Sta mi radis/06 Sta mi radis.mp3,3.49,M
/1983 - Sta mi radis/04 Carape crne.mp3,3.38,M
/1983 - Sta mi radis/05 Konacno sam.mp3,3.16,M
"/1983 - Sta mi radis/01 Cherie,Cherie.mp3",3.13,M
/1983 - Sta mi radis/08 Tvoje oci.mp3,3.06,M
/1983 - Sta mi radis/02 Afrika.mp3,3.06,M
/1983 - Sta mi radis/07 Daj mi to.mp3,2.99,M
/1983 - Sta mi radis/09 Pobjegnimo koji dan na more.mp3,2.82,M
/1983 - Sta mi radis/10 Brodolomci.mp3,2.8,M
/1983 - Sta mi radis/cover.jpg,11.17,K
/1984 - Ti si mi u krvi/05 Ti si mi u krvi.mp3,9.16,M
"/1984 - Ti si mi u krvi/03 Ti mozes sve,al' jedno ne.mp3",4.28,M
/1984 - Ti si mi u krvi/08 Pamti me po dobru.mp3,3.8,M
/1984 - Ti si mi u krvi/10 Sto cigana.mp3,3.7,M
/1984 - Ti si mi u krvi/07 Juznjaci.mp3,3.46,M
/1984 - Ti si mi u krvi/01 Ruska.mp3,3.43,M
/1984 - Ti si mi u krvi/09 Osvojio bi sve.mp3,3.36,M
"/1984 - Ti si mi u krvi/06 Vala, vrijeme je.mp3",3.14,M
/1984 - Ti si mi u krvi/04 Cura iz zenice.mp3,3.06,M
"/1984 - Ti si mi u krvi/02 Ustani, sestro.mp3",3,M
/1984 - Ti si mi u krvi/cover.jpg,15.33,K
/1990 - Da ti kazem sta mi je/06 Caje Sukarije.mp3,4.77,M
"/1990 - Da ti kazem sta mi je/03 E draga, draga.mp3",4.17,M
/1990 - Da ti kazem sta mi je/08 Negdje na dnu srca.mp3,4.13,M
/1990 - Da ti kazem sta mi je/09 Da ti kazem sta mi je.mp3,4.08,M
/1990 - Da ti kazem sta mi je/04 Rijeka suza i na njoj ladja.mp3,3.66,M
/1990 - Da ti kazem sta mi je/02 Maslinasto zelena.mp3,3.12,M
/1990 - Da ti kazem sta mi je/01 Cija je ono zvijezda.mp3,2.97,M
/1990 - Da ti kazem sta mi je/07 Mastilo i voda.mp3,2.92,M
/1990 - Da ti kazem sta mi je/05 Spavaju li oci nebeske.mp3,1.85,M
/1990 - Da ti kazem sta mi je/cover.jpg,14.7,K
/2000 - Okano/12 Sta Radis Tu.mp3,4.87,M
/2000 - Okano/02 Mjerkam Te Mjerkam.mp3,4.75,M
/2000 - Okano/06 Noc Mi Te Duguje.mp3,4.53,M
/2000 - Okano/04 U Boji Vina.mp3,4.43,M
/2000 - Okano/05 Hotel Balkan.mp3,4.29,M
/2000 - Okano/11 Kuba.mp3,4.12,M
/2000 - Okano/08 Idem Da Odmorim.mp3,4.08,M
/2000 - Okano/07 Stavi Prst Na Celo.mp3,4.05,M
/2000 - Okano/09 Krasiva.mp3,3.95,M
/2000 - Okano/01 Okano.mp3,3.66,M
/2000 - Okano/10 Na Adresi Ti Pise.mp3,3.59,M
/2000 - Okano/03 Ajde Idi.mp3,3.34,M
/2000 - Okano/cover.jpg,11.53,K
"/2003 - Carolija/11 Pjevaj, pjevaj na kletoj gitari.mp3",6.43,M
/2003 - Carolija/06 Niciji i Svaciji.mp3,5.12,M
/2003 - Carolija/10 Na ovaj dan.mp3,4.76,M
/2003 - Carolija/04 Moja draga.mp3,4.44,M
/2003 - Carolija/07 Ako jednom budes sama.mp3,4.3,M
/2003 - Carolija/08 Bila si bolja.mp3,4.2,M
/2003 - Carolija/03 Ao nono bijela.mp3,4.09,M
/2003 - Carolija/05 Mnogo hvala.mp3,3.86,M
/2003 - Carolija/09 Zlocni i kazna.mp3,3.85,M
/2003 - Carolija/01 Biti il ne biti.mp3,3.84,M
/2003 - Carolija/02 Zaboravljas zar ne.mp3,3.49,M
/2003 - Carolija/colic.jpg,12.8,K
/2003 - Carolija/cover.jpg,8.31,K
/2003 - Carolija/zcolic04.jpg,1.74,K
"/2006 - Zavicaj/12 - Zdravko Colic - Sacuvaj me, Boze, njene Ljubavi.mp3",6.43,M
/2006 - Zavicaj/07 - Zdravko Colic - Sto Puta.mp3,6.39,M
/2006 - Zavicaj/11 - Zdravko Colic - Merak Mi Je.mp3,6.26,M
/2006 - Zavicaj/02 - Zdravko Colic - Hajmo negdje nasamo.mp3,5.88,M
/2006 - Zavicaj/01 - Zdravko Colic - Mangupska.mp3,5.43,M
/2006 - Zavicaj/14 - Zdravko Colic - Andjela.mp3,5.41,M
/2006 - Zavicaj/10 - Zdravko Colic - Kao moja mati.mp3,5.39,M
/2006 - Zavicaj/08 - Zdravko Colic - Vrijeme.mp3,4.82,M
/2006 - Zavicaj/05 - Zdravko Colic - Svadbarskim Sokakom.mp3,4.71,M
/2006 - Zavicaj/13 - Zdravko Colic - Nevjera.mp3,4.34,M
/2006 - Zavicaj/03 - Zdravko Colic - Zavicaj.mp3,3.74,M
/2006 - Zavicaj/09 - Zdravko Colic - Kod Tri Bijesna Brata.mp3,3.39,M
/2006 - Zavicaj/04 - Zdravko Colic - Bembasa.mp3,3.37,M
/2006 - Zavicaj/06 - Zdravko Colic - Rakija.mp3,3.2,M
/2006 - Zavicaj/cover.jpg,37.74,K
/1988 - Zdravko Colic/Zdravko Colic - Hej Suzo.mp3,4.96,M
/1988 - Zdravko Colic/Zdravko Colic - Ne Daj Se Mladosti.mp3,4.68,M
/1988 - Zdravko Colic/Zdravko Colic - Jastreb.mp3,4.55,M
/1988 - Zdravko Colic/Zdravko Colic - Samo Ona Zna.mp3,4.34,M
/1988 - Zdravko Colic/Zdravko Colic - Da Mi Nije Ove Moje Tuge.mp3,3.72,M
/1988 - Zdravko Colic/Zdravko Colic - Rodi Me Majko Sretnog.mp3,3.69,M
/1988 - Zdravko Colic/Zdravko Colic - Ne Kunite Ne Krivite.mp3,3.69,M
/1988 - Zdravko Colic/Zdravko Colic - Ko Te Ljubi Kad Nisam Tu.mp3,3.64,M
/1988 - Zdravko Colic/Zdravko Colic - Hvala Ti Nebo.mp3,3.42,M
/1988 - Zdravko Colic/Zdravko Colic - Oj Devojko Selem Velem.mp3,3.35,M
/1988 - Zdravko Colic/cover.jpg,13.66,K
/1988 - Zdravko Colic/- Zdravko Colic.m3u,867,B
/1997 - Kad Bi Moja Bila/Zdravko Colic - Kad Bi Moja Bila.mp3,5.01,M
/1997 - Kad Bi Moja Bila/Zdravko Colic - Majsko Sunce.mp3,4.38,M
/1997 - Kad Bi Moja Bila/Zdravko Colic - Melanholija.mp3,4.16,M
/1997 - Kad Bi Moja Bila/Zdravko Colic - I Sta Tebe Briga Sta Ja Radim.mp3,4.14,M
/1997 - Kad Bi Moja Bila/Zdravko Colic - Cini Ti Se Grmi.mp3,3.84,M
"/1997 - Kad Bi Moja Bila/Zdravko Colic - Jako, Jako Slabo Srce Zavodis.mp3",3.82,M
/1997 - Kad Bi Moja Bila/Zdravko Colic - Tabakera.mp3,3.66,M
/1997 - Kad Bi Moja Bila/Zdravko Colic - Trinaest Dana.mp3,3.57,M
/1997 - Kad Bi Moja Bila/Zdravko Colic - Samo Kad Mi Kazes Ljubav.mp3,3.5,M
"/1997 - Kad Bi Moja Bila/Zdravko Colic - Ajde, Ajde Jasmina.mp3",2.71,M
/1997 - Kad Bi Moja Bila/cover.jpg,12.29,K
/1997 - Kad Bi Moja Bila/- Kad Bi Moja Bila.m3u,879,B
"/Singlovi/1971 - ÐÐ°ÑÐ° Ð¶Ð¸Ð·Ð½Ñ (Nas zivot), ÐÑÐ±Ð¾Ð²Ñ Ð½ÐµÐ¿Ð¾Ð²ÑÐ¾ÑÐ¸Ð¼Ð° (ruske pjesme)/Zdravko Colic - ÐÐ°ÑÐ° Ð¶Ð¸Ð·Ð½Ñ - Nas zivot (na ruskom).mp3",4.83,M
"/Singlovi/1971 - ÐÐ°ÑÐ° Ð¶Ð¸Ð·Ð½Ñ (Nas zivot), ÐÑÐ±Ð¾Ð²Ñ Ð½ÐµÐ¿Ð¾Ð²ÑÐ¾ÑÐ¸Ð¼Ð° (ruske pjesme)/ruska1_tekst.jpg",59.19,K
"/Singlovi/1971 - ÐÐ°ÑÐ° Ð¶Ð¸Ð·Ð½Ñ (Nas zivot), ÐÑÐ±Ð¾Ð²Ñ Ð½ÐµÐ¿Ð¾Ð²ÑÐ¾ÑÐ¸Ð¼Ð° (ruske pjesme)/ruska2_tekst.jpg",46.14,K
"/Singlovi/1971 - ÐÐ°ÑÐ° Ð¶Ð¸Ð·Ð½Ñ (Nas zivot), ÐÑÐ±Ð¾Ð²Ñ Ð½ÐµÐ¿Ð¾Ð²ÑÐ¾ÑÐ¸Ð¼Ð° (ruske pjesme)/ruska.jpg",7.73,K
/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/Zdravko Colic - 1971 - Pogledaj u nebo (Korni Grupa - peva Z. Colic).mp3,4.02,M
/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/Zdravko Colic - 1971 - Gospa Mica gazdarica (Korni Grupa - peva Z. Colic).mp3,2.45,M
/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/Zdravko Colic - 1971 - Kukavica (Korni Grupa - peva Z. Colic).mp3,1.79,M
/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/10_korni5-a267.jpg,163.43,K
/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/10_korni5-b733.jpg,162.96,K
/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/10_korni5-unutrasnja-a898.jpg,153.34,K
/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/10_korni5-unutrasnja-b933.jpg,130.77,K
/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/10_img_3889.jpg,59.21,K
/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/10_img_3890.jpg,52.81,K
"/Singlovi/1971 - (Korni Grupa - peva Z. Colic)/POGLEDAJ U NEBO, KUKAVICA KUKA, GOSPA MICA-GAZDARICA - tekstovi.txt",1.01,K
"/Singlovi/1971 - Placem za tvojim usnama, Zapjevaj (Ambasadori, peva Z. Colic)/Zdravko Colic - 1971 - Zdravko Colic - Zapjevaj (Ambasadori, peva Z. Colic).mp3",4.21,M
"/Singlovi/1971 - Placem za tvojim usnama, Zapjevaj (Ambasadori, peva Z. Colic)/Zdravko Colic - 1971 - Placem za tvojim usnama (Ambasadori, peva Z. Colic).mp3",3.18,M
"/Singlovi/1971 - Placem za tvojim usnama, Zapjevaj (Ambasadori, peva Z. Colic)/placemzatvusn.jpg",3.89,K
"/Singlovi/1971 - Placem za tvojim usnama, Zapjevaj (Ambasadori, peva Z. Colic)/PLACEM ZA TVOJIM USNAMA, ZAPJEVAJ - tekstovi.txt",852,B
"/Singlovi/1972 - Eden zivot, Edna zena (Moj bol) (Korni grupa - Festival u Skoplju, 1972)/Zdravko Colic - 1972 - Eden zivot, Edna zena (Moj bol).mp3",2.77,M
"/Singlovi/1972 - Eden zivot, Edna zena (Moj bol) (Korni grupa - Festival u Skoplju, 1972)/EDEN ZIVOT, EDNA ZENA (Moj Bol) - tekstovi.txt",606,B
"/Singlovi/1972 - Pod lumbrelom, Stara pisma (Festival Zabavne Glazbe Split 1972)/Zdravko Colic - 1972 - Stara pisma (Festival Zabavne Glazbe Split 1972).mp3",3.72,M
"/Singlovi/1972 - Pod lumbrelom, Stara pisma (Festival Zabavne Glazbe Split 1972)/Zdravko Colic - 1972 - Pod lumbrelom (Festival Zabavne Glazbe Split 1972).mp3",2.14,M
"/Singlovi/1972 - Pod lumbrelom, Stara pisma (Festival Zabavne Glazbe Split 1972)/10_img_3664.jpg",99.15,K
"/Singlovi/1972 - Pod lumbrelom, Stara pisma (Festival Zabavne Glazbe Split 1972)/10_1972starapisma.jpeg",81.88,K
"/Singlovi/1972 - Pod lumbrelom, Stara pisma (Festival Zabavne Glazbe Split 1972)/10_img_3665.jpg",62.41,K
"/Singlovi/1972 - Pod lumbrelom, Stara pisma (Festival Zabavne Glazbe Split 1972)/10_img_3666.jpg",59.1,K
"/Singlovi/1972 - Pod lumbrelom, Stara pisma (Festival Zabavne Glazbe Split 1972)/POD LUMBRELOM, STARA PISMA - tekstovi.txt",1.22,K
"/Singlovi/1972 - Sinoc Nisi Bila Tu, Tako tiho (Vas Slager Sezone 1972)/Zdravko Colic - 1972 - Tako tiho.mp3",4.37,M
"/Singlovi/1972 - Sinoc Nisi Bila Tu, Tako tiho (Vas Slager Sezone 1972)/Zdravko Colic - 1972 - Sinoc Nisi Bila Tu.mp3",3.77,M
"/Singlovi/1972 - Sinoc Nisi Bila Tu, Tako tiho (Vas Slager Sezone 1972)/10_img_3660.jpg",126.08,K
"/Singlovi/1972 - Sinoc Nisi Bila Tu, Tako tiho (Vas Slager Sezone 1972)/10_1972sinocnisibilatu.jpeg",103.4,K
"/Singlovi/1972 - Sinoc Nisi Bila Tu, Tako tiho (Vas Slager Sezone 1972)/10_img_3661.jpg",69.41,K
"/Singlovi/1972 - Sinoc Nisi Bila Tu, Tako tiho (Vas Slager Sezone 1972)/10_img_3662.jpg",68.85,K
"/Singlovi/1972 - Sinoc Nisi Bila Tu, Tako tiho (Vas Slager Sezone 1972)/TAKO TIHO - tekstovi.txt",474,B
"/Singlovi/1973 - Bling Blinge Bling, Julija (Vas Slager Sezone 1973)/Zdravko Colic - 1973 - Bling Blinge Bling (Vas Slager Sezone 1973).mp3",4.03,M
"/Singlovi/1973 - Bling Blinge Bling, Julija (Vas Slager Sezone 1973)/Zdravko Colic - 1973 - Julija (Vas Slager Sezone 1973).mp3",2.65,M
"/Singlovi/1973 - Bling Blinge Bling, Julija (Vas Slager Sezone 1973)/10_img_3668.jpg",117.14,K
"/Singlovi/1973 - Bling Blinge Bling, Julija (Vas Slager Sezone 1973)/10_img_3669.jpg",57.22,K
"/Singlovi/1973 - Bling Blinge Bling, Julija (Vas Slager Sezone 1973)/10_img_3670.jpg",55.54,K
"/Singlovi/1973 - Bling Blinge Bling, Julija (Vas Slager Sezone 1973)/BLING BLINGE BLING, JULIJA - tekstovi.txt",1.23,K
/Singlovi/1973 - Duga (Festival Zabavne Glazbe Zagreb 1973)/Zdravko Colic - Duga.mp3,5.89,M
/Singlovi/1973 - Duga (Festival Zabavne Glazbe Zagreb 1973)/10_zagrebfest73.jpg,76.42,K
/Singlovi/1973 - Duga (Festival Zabavne Glazbe Zagreb 1973)/9_lpzagreb73back.jpg,46.35,K
/Singlovi/1973 - Duga (Festival Zabavne Glazbe Zagreb 1973)/9_lpzagreb73view.jpg,37.82,K
/Singlovi/1973 - Duga (Festival Zabavne Glazbe Zagreb 1973)/DUGA - tekstovi.txt,441,B
"/Singlovi/1973 - Gori vatra, Isti put (Opatija 1973, Evrovizija 1973)/Zdravko Colic - 1973 - Isti Put.mp3",3.67,M
"/Singlovi/1973 - Gori vatra, Isti put (Opatija 1973, Evrovizija 1973)/Zdravko Colic - 1973 - Gori vatra (Opatija 1973).mp3",2.74,M
"/Singlovi/1973 - Gori vatra, Isti put (Opatija 1973, Evrovizija 1973)/10_img_3672.jpg",82.76,K
"/Singlovi/1973 - Gori vatra, Isti put (Opatija 1973, Evrovizija 1973)/10_img_3674.jpg",59.35,K
"/Singlovi/1973 - Gori vatra, Isti put (Opatija 1973, Evrovizija 1973)/10_img_3673.jpg",53.27,K
"/Singlovi/1973 - Gori vatra, Isti put (Opatija 1973, Evrovizija 1973)/GORI VATRA, ISTI PUT - tekstovi.txt",1.34,K
"/Singlovi/1974 - Dome Moj, Ljubav Je Samo Rec/Zdravko Colic - 1974 - Ljubav Je Samo Rec.mp3",3.54,M
"/Singlovi/1974 - Dome Moj, Ljubav Je Samo Rec/Zdravko Colic - 1974 - Dome Moj.mp3",3.02,M
"/Singlovi/1974 - Dome Moj, Ljubav Je Samo Rec/10_1974ljubavjesamorijec(1).jpg",149.46,K
"/Singlovi/1974 - Dome Moj, Ljubav Je Samo Rec/10_1974ljubavjesamorijec.jpg",127.91,K
"/Singlovi/1974 - Dome Moj, Ljubav Je Samo Rec/10_1974ljubavjesamorijec(3).jpg",52.3,K
"/Singlovi/1974 - Dome Moj, Ljubav Je Samo Rec/10_1974ljubavjesamorijec(2).jpg",46.93,K
"/Singlovi/1974 - Dome Moj, Ljubav Je Samo Rec/DOME MOJ, LJUBAV JE SAMO RIJEC - tekstovi.txt",1.06,K
"/Singlovi/1974 - Madre Mia, Rock'n Roll Himmel/Zdravko Colic - 1974 - Madre Mia.mp3",3.35,M
"/Singlovi/1974 - Madre Mia, Rock'n Roll Himmel/Zdravko Colic - 1974 - Rock'n'Roll Himmel.mp3",3.14,M
"/Singlovi/1974 - Madre Mia, Rock'n Roll Himmel/10_1974madremia.jpg",140.66,K
"/Singlovi/1974 - Madre Mia, Rock'n Roll Himmel/10_1974madremia(1).jpg",135.03,K
"/Singlovi/1974 - Madre Mia, Rock'n Roll Himmel/10_1974madremia(2).jpg",71.86,K
"/Singlovi/1974 - Madre Mia, Rock'n Roll Himmel/10_1974madremia(3).jpg",69.88,K
"/Singlovi/1974 - Madre Mia, Rock'n Roll Himmel/MADRE MIA, ROCK'N ROLL HIMMEL - tekstovi.txt",1.88,K
/Singlovi/1974 - Voljela se nekad srca dva/Zdravko Colic - 1974 - Volela Se Nekad Srca Dva.mp3,3.63,M
"/Singlovi/1974 - Zelena Si Rijeka Bila, Ne Dam Ti Svoju Ljubav/Zdravko Colic - 1974 - Ne Dam Ti Svoju Ljubav.mp3",4.02,M
"/Singlovi/1974 - Zelena Si Rijeka Bila, Ne Dam Ti Svoju Ljubav/Zdravko Colic - 1974 - Zelena Si Rijeka Bila.mp3",3.65,M
"/Singlovi/1974 - Zelena Si Rijeka Bila, Ne Dam Ti Svoju Ljubav/10_1974zelenasirijekabila.jpg",140.46,K
"/Singlovi/1974 - Zelena Si Rijeka Bila, Ne Dam Ti Svoju Ljubav/10_1974zelenasirijekabila(1).jpg",101.06,K
"/Singlovi/1974 - Zelena Si Rijeka Bila, Ne Dam Ti Svoju Ljubav/10_1974zelenasirijekabila(3).jpg",67.84,K
"/Singlovi/1974 - Zelena Si Rijeka Bila, Ne Dam Ti Svoju Ljubav/10_1974zelenasirijekabila(2).jpg",67.73,K
"/Singlovi/1974 - Zelena Si Rijeka Bila, Ne Dam Ti Svoju Ljubav/NEDAM TI SVOJU LJUBAV - tekstovi.txt",458,B
"/Singlovi/1975 - Alles Was Ich Hab, Lampenfieber/Zdravko Colic - 1975 - Lampenfieber.mp3",4.78,M
"/Singlovi/1975 - Alles Was Ich Hab, Lampenfieber/Zdravko Colic - 1975 - Alles Was Ich Hab.mp3",4.29,M
"/Singlovi/1975 - Alles Was Ich Hab, Lampenfieber/10_1975alleswasichhab.jpg",131.47,K
"/Singlovi/1975 - Alles Was Ich Hab, Lampenfieber/10_1975alleswasichhab(1).jpg",114.56,K
"/Singlovi/1975 - Alles Was Ich Hab, Lampenfieber/10_1975alleswasichhab(3).jpg",61.27,K
"/Singlovi/1975 - Alles Was Ich Hab, Lampenfieber/10_1975alleswasichhab(2).jpg",60.09,K
"/Singlovi/1975 - April U Beogradu, Svitanje (Beogradsko prolece 1975)/Zdravko Colic - 1975 - April U Beogradu (Beogradsko prolece 1975).mp3",3.86,M
"/Singlovi/1975 - April U Beogradu, Svitanje (Beogradsko prolece 1975)/Zdravko Colic - 1975 - Svitanje (Beogradsko prolece 1975).mp3",3.14,M
"/Singlovi/1975 - April U Beogradu, Svitanje (Beogradsko prolece 1975)/10_1975april(1).jpg",155.04,K
"/Singlovi/1975 - April U Beogradu, Svitanje (Beogradsko prolece 1975)/10_1975april.jpg",154.19,K
"/Singlovi/1975 - April U Beogradu, Svitanje (Beogradsko prolece 1975)/10_1975april(2).jpg",60.18,K
"/Singlovi/1975 - April U Beogradu, Svitanje (Beogradsko prolece 1975)/10_1975april(3).jpg",57.89,K
"/Singlovi/1975 - Ljubav je bagrem kad procvjeta, To smo mi (singl ZAJAMKING)/Zdravko Colic - 1975 - to smo mi.mp3",5.97,M
"/Singlovi/1975 - Ljubav je bagrem kad procvjeta, To smo mi (singl ZAJAMKING)/Zdravko Colic - 1975 - ljubav je bagrem kad procvjeta.mp3",5.2,M
"/Singlovi/1975 - Ljubav je bagrem kad procvjeta, To smo mi (singl ZAJAMKING)/9_zajamking2.jpg",111.66,K
"/Singlovi/1975 - Ljubav je bagrem kad procvjeta, To smo mi (singl ZAJAMKING)/9_zajamking2a.jpg",90.67,K
"/Singlovi/1975 - Ljubav je bagrem kad procvjeta, To smo mi (singl ZAJAMKING)/9_zajamking1.jpg",90.11,K
"/Singlovi/1975 - Ljubav je bagrem kad procvjeta, To smo mi (singl ZAJAMKING)/9_zajamking1a.jpg",87.84,K
"/Singlovi/1975 - Ljubav je bagrem kad procvjeta, To smo mi (singl ZAJAMKING)/11_zajamkinga533.jpg",63.29,K
"/Singlovi/1975 - Ljubav je bagrem kad procvjeta, To smo mi (singl ZAJAMKING)/11_zajamkingb.jpg",61.41,K
"/Singlovi/1975 - Ljubav je bagrem kad procvjeta, To smo mi (singl ZAJAMKING)/Ljubav je bagrem kad procvjeta, To smo mi - tekstovi.txt",1.4,K
"/Singlovi/1975 - Ona Spava, Zaboravi Sva Proleca/Zdravko Colic - 1975 - Zaboravi Sva Proleca.mp3",5.13,M
"/Singlovi/1975 - Ona Spava, Zaboravi Sva Proleca/Zdravko Colic - 1975 - Ona Spava.mp3",3.94,M
"/Singlovi/1975 - Ona Spava, Zaboravi Sva Proleca/10_1974onaspava(1).jpg",160.49,K
"/Singlovi/1975 - Ona Spava, Zaboravi Sva Proleca/10_1974onaspava.jpg",117.97,K
"/Singlovi/1975 - Ona Spava, Zaboravi Sva Proleca/10_1974onaspava(2).jpg",62.2,K
"/Singlovi/1975 - Ona Spava, Zaboravi Sva Proleca/10_1974onaspava(3).jpg",57.84,K
"/Singlovi/1975 - Zvao Sam Je Emili, Sonata (Vas Slager Sezone 1975)/Zdravko Colic - 1975 - Sonata (Vas Slager Sezone 1975).mp3",4.52,M
"/Singlovi/1975 - Zvao Sam Je Emili, Sonata (Vas Slager Sezone 1975)/Zdravko Colic - 1975 - Zvao Sam Je Emili (Vas Slager Sezone 1975).mp3",3.38,M
"/Singlovi/1975 - Zvao Sam Je Emili, Sonata (Vas Slager Sezone 1975)/10_1975emili(1).jpg",133.95,K
"/Singlovi/1975 - Zvao Sam Je Emili, Sonata (Vas Slager Sezone 1975)/10_1975emili.jpg",133.12,K
"/Singlovi/1975 - Zvao Sam Je Emili, Sonata (Vas Slager Sezone 1975)/10_1975emili(2).jpg",59.7,K
"/Singlovi/1975 - Zvao Sam Je Emili, Sonata (Vas Slager Sezone 1975)/10_1975emili(3).jpg",54.84,K
"/Singlovi/1975 - Zvao Sam Je Emili, Sonata (Vas Slager Sezone 1975)/SONATA - tekstovi.txt",362,B
/Singlovi/1976 - Mujo kuje konja po mjesecu (Zlatni glasovi i ansambli Jugotona br.2)/Zdravko Colic - 1976 - Mujo kuje konja po mjesecu.mp3,4.41,M
