Filename,Size,Unit
/08-coldplay-fix_you.mp3,8.35,M
/06-coldplay-viva_la_vida.mp3,7.96,M
/01-coldplay-glass_of_water.mp3,7.83,M
/02-coldplay-42.mp3,7.72,M
/03-coldplay-clocks.mp3,7.48,M
/09-coldplay-death_and_all_his_friends.mp3,6.75,M
/04-coldplay-strawberry_swing.mp3,6.33,M
/05-coldplay-the_hardest_part.mp3,5.79,M
/07-coldplay-death_will_never_conquer.mp3,2.75,M
/00-coldplay-left_right_left_right_left-back.jpg,50.64,K
/00-coldplay-left_right_left_right_left-front.jpg,19.65,K
/00-coldplay-left_right_left_right_left.nfo,1.17,K
/00-coldplay-left_right_left_right_left.m3u,663,B
/00-coldplay-left_right_left_right_left.sfv,363,B
