Filename,Size,Unit
/03-jah_vinci-guide_me-yard.mp3,4.96,M
/01-vybz_kartel-trailer_load_of_money-yard.mp3,4.61,M
/17-bramma-childrens_cry-yard.mp3,4.4,M
/15-tnez-whats_up_money-yard.mp3,4.2,M
/16-tnez-turn_my_life_around-yard.mp3,4,M
/05-vybz_kartel-u_a_mi_baby-yard.mp3,3.91,M
/02-stein-haffi_mek_it-yard.mp3,3.88,M
/14-jah_vinci-wipe_those_tears-yard.mp3,3.86,M
/11-black_ryno-dare_to_try-yard.mp3,3.77,M
/04-laden-inna_life-yard.mp3,3.73,M
/12-bounty_killer_and_stein-tell_dem-yard.mp3,3.66,M
/13-vybz_kartel-inna_sky-yard.mp3,3.61,M
/09-mavado-let_me_go-yard.mp3,3.19,M
/08-flexx-gallis_4_eva-yard.mp3,2.96,M
/06-vybz_karel-like_a_movie-yard.mp3,2.88,M
/07-black_ryno-can_i-yard.mp3,2.84,M
/10-stein-easy-yard.mp3,2.69,M
/00-va-chimney_records_presents-2010-yard.sfv,744,B
/00-va-chimney_records_presents-2010-yard.m3u,574,B
